"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000181751",4.73289740297864e-70,3.11195596006656,0.565,0.058,2.77153739021026e-65,"common myeloid progenitor","ENSG00000181751"
"ENSG00000172878",2.91819568741513e-69,4.27406774067994,0.522,0.05,1.70886621259343e-64,"common myeloid progenitor","ENSG00000172878"
"ENSG000001049031",6.1368133705915e-69,1.6449468715919,0.87,0.146,3.59365654168468e-64,"common myeloid progenitor","ENSG00000104903"
"ENSG00000151849",7.75413414775747e-68,2.32156305350566,0.58,0.063,4.5407434155853e-63,"common myeloid progenitor","ENSG00000151849"
"ENSG00000156398",1.80139310394839e-67,3.28958204807818,0.507,0.048,1.05487778774113e-62,"common myeloid progenitor","ENSG00000156398"
"ENSG00000177084",2.60650168725111e-67,3.65879347070323,0.551,0.057,1.52634132303738e-62,"common myeloid progenitor","ENSG00000177084"
"ENSG000001054721",3.25072722457872e-66,2.80012886449005,0.768,0.123,1.90359335544105e-61,"common myeloid progenitor","ENSG00000105472"
"ENSG000000760031",7.16603480996993e-66,1.79018614630107,0.667,0.084,4.19635832437029e-61,"common myeloid progenitor","ENSG00000076003"
"ENSG00000105186",2.49871731081885e-65,2.58010974037749,0.667,0.085,1.46322387004241e-60,"common myeloid progenitor","ENSG00000105186"
"ENSG000000792571",1.59698674483902e-64,2.33477020317498,0.797,0.122,9.35179467910284e-60,"common myeloid progenitor","ENSG00000079257"
"ENSG00000154188",8.94439087868382e-63,3.29930979170752,0.551,0.06,5.23774585464846e-58,"common myeloid progenitor","ENSG00000154188"
"ENSG00000138794",5.6488167993558e-61,2.69424709686049,0.783,0.125,3.30789062953476e-56,"common myeloid progenitor","ENSG00000138794"
"ENSG000001176322",1.08728430292868e-60,3.0022873803664,0.986,0.261,6.36702814952008e-56,"common myeloid progenitor","ENSG00000117632"
"ENSG00000078319",2.92324079659611e-60,2.44477379088591,0.594,0.071,1.71182057807872e-55,"common myeloid progenitor","ENSG00000078319"
"ENSG00000101868",8.32048970721438e-59,3.22333033640714,0.507,0.054,4.87239556764767e-54,"common myeloid progenitor","ENSG00000101868"
"ENSG000001311491",2.14877924447781e-58,3.20011693410437,0.87,0.181,1.25830363777376e-53,"common myeloid progenitor","ENSG00000131149"
"ENSG000002135511",6.56351924418578e-58,1.50838925999442,0.87,0.17,3.84353123420275e-53,"common myeloid progenitor","ENSG00000213551"
"ENSG00000175087",1.04238379200145e-57,1.68775121277202,0.522,0.058,6.1040952475813e-53,"common myeloid progenitor","ENSG00000175087"
"ENSG00000084774",4.99004822493818e-56,3.26956428235279,0.536,0.064,2.92212234004155e-51,"common myeloid progenitor","ENSG00000084774"
"ENSG00000143315",7.35063746617764e-56,2.02355952335676,0.696,0.103,4.30445979381896e-51,"common myeloid progenitor","ENSG00000143315"
"ENSG000001665082",7.77348822203225e-56,2.903696127761,0.783,0.136,4.55207696793986e-51,"common myeloid progenitor","ENSG00000166508"
"ENSG000001551891",7.84112335983187e-56,2.14978563973343,0.783,0.141,4.59168342828394e-51,"common myeloid progenitor","ENSG00000155189"
"ENSG000001656501",1.09195319703464e-55,3.52186089905871,0.928,0.258,6.39436872651512e-51,"common myeloid progenitor","ENSG00000165650"
"ENSG000000717941",1.54932274126949e-55,1.55441453444217,0.826,0.153,9.07267904060004e-51,"common myeloid progenitor","ENSG00000071794"
"ENSG000001007491",1.84600413679422e-55,1.85065085385532,0.754,0.121,1.08100156246533e-50,"common myeloid progenitor","ENSG00000100749"
"ENSG000001482181",2.88232358435823e-55,4.81570130153659,0.739,0.125,1.68785986776434e-50,"common myeloid progenitor","ENSG00000148218"
"ENSG00000138449",3.32683435123746e-55,1.57271189342385,0.942,0.246,1.94816092774114e-50,"common myeloid progenitor","ENSG00000138449"
"ENSG000001211042",1.25351795299976e-54,1.99283669956061,0.725,0.123,7.34047578097129e-50,"common myeloid progenitor","ENSG00000121104"
"ENSG000001368241",1.56848058009295e-54,2.03604947505599,0.783,0.144,9.18486542896632e-50,"common myeloid progenitor","ENSG00000136824"
"ENSG000000518251",2.50822042304809e-54,1.68331539622849,0.681,0.101,1.46878879753273e-49,"common myeloid progenitor","ENSG00000051825"
"ENSG00000161048",3.17872827167514e-54,3.66989539157504,0.565,0.069,1.86143148861025e-49,"common myeloid progenitor","ENSG00000161048"
"ENSG00000154310",2.51295522525844e-53,1.94880590365231,0.71,0.109,1.47156145035909e-48,"common myeloid progenitor","ENSG00000154310"
"ENSG000001342022",7.1398146121464e-53,2.45449423749443,0.87,0.209,4.18100403872681e-48,"common myeloid progenitor","ENSG00000134202"
"ENSG00000122779",9.02794746925486e-53,1.94536884780048,0.812,0.158,5.28667575852095e-48,"common myeloid progenitor","ENSG00000122779"
"ENSG000001639181",3.94720214738579e-50,3.7614192602164,0.58,0.08,2.31144210548765e-45,"common myeloid progenitor","ENSG00000163918"
"ENSG000001152322",4.52315451637794e-50,2.11467010777775,0.928,0.225,2.64871405324576e-45,"common myeloid progenitor","ENSG00000115232"
"ENSG00000125630",5.5886955381134e-50,3.7204714049233,0.507,0.063,3.27268422016383e-45,"common myeloid progenitor","ENSG00000125630"
"ENSG00000197183",5.90558133680629e-50,2.39779253323603,0.681,0.106,3.4582493750204e-45,"common myeloid progenitor","ENSG00000197183"
"ENSG00000264538",2.42335074830189e-49,1.65255407772811,0.638,0.096,1.41908996469811e-44,"common myeloid progenitor","ENSG00000264538"
"ENSG00000135966",2.57997880519383e-49,1.88323865002558,0.71,0.114,1.51080978853346e-44,"common myeloid progenitor","ENSG00000135966"
"ENSG00000120253",8.32639037241665e-49,2.1805103817726,0.638,0.096,4.87585093818346e-44,"common myeloid progenitor","ENSG00000120253"
"ENSG00000168734",2.10798140072597e-48,2.42938035927177,0.899,0.214,1.23441282845112e-43,"common myeloid progenitor","ENSG00000168734"
"ENSG000001677472",4.29696543061528e-48,5.35179287541165,0.739,0.135,2.516259986514e-43,"common myeloid progenitor","ENSG00000167747"
"ENSG000001141261",4.64304717660475e-48,2.17735290068034,0.899,0.244,2.71892199614798e-43,"common myeloid progenitor","ENSG00000114126"
"ENSG000001247661",5.01196098815092e-48,3.0785841674358,0.942,0.275,2.93495423505129e-43,"common myeloid progenitor","ENSG00000124766"
"ENSG00000138442",2.72232173743283e-47,3.93472420437189,0.725,0.127,1.59416438622329e-42,"common myeloid progenitor","ENSG00000138442"
"ENSG00000140263",4.69991652062947e-47,3.22324485986488,0.507,0.065,2.75222411531541e-42,"common myeloid progenitor","ENSG00000140263"
"ENSG000001216912",1.52026972080556e-46,3.18004640958827,0.986,0.369,8.90254745806526e-42,"common myeloid progenitor","ENSG00000121691"
"ENSG000001121181",2.95371616687404e-46,2.55609621868942,0.783,0.163,1.72966665015977e-41,"common myeloid progenitor","ENSG00000112118"
"ENSG00000100304",9.10911345961722e-46,2.16845782530138,0.594,0.092,5.33420575081725e-41,"common myeloid progenitor","ENSG00000100304"
"ENSG000001373092",1.21158555773518e-45,2.59272574595027,0.928,0.312,7.09492386754144e-41,"common myeloid progenitor","ENSG00000137309"
"ENSG000002037601",1.2351522566018e-45,1.50163310694591,0.536,0.078,7.23292809943451e-41,"common myeloid progenitor","ENSG00000203760"
"ENSG000001387561",3.80633373068345e-45,2.23308889564494,0.826,0.185,2.22895096935092e-40,"common myeloid progenitor","ENSG00000138756"
"ENSG00000132792",5.25475185111299e-45,2.68910224821687,0.884,0.247,3.07713013649326e-40,"common myeloid progenitor","ENSG00000132792"
"ENSG000001010401",1.13374304916188e-44,2.65801514530463,0.899,0.266,6.63908592158703e-40,"common myeloid progenitor","ENSG00000101040"
"ENSG000001260882",1.79151529025302e-44,3.84076106844013,0.855,0.224,1.04909343881927e-39,"common myeloid progenitor","ENSG00000126088"
"ENSG00000100116",2.2769397149929e-44,4.25633736444067,0.551,0.08,1.33335312770269e-39,"common myeloid progenitor","ENSG00000100116"
"ENSG00000222041",6.42574363267063e-44,1.77393522115297,0.928,0.268,3.7628512138556e-39,"common myeloid progenitor","ENSG00000222041"
"ENSG000001032022",8.79951854776857e-44,1.95837340491253,0.913,0.256,5.1529100663878e-39,"common myeloid progenitor","ENSG00000103202"
"ENSG000001280501",9.89933773492215e-44,2.16288409410033,0.841,0.199,5.79695318419306e-39,"common myeloid progenitor","ENSG00000128050"
"ENSG000001886901",2.28205256838839e-43,2.28588090923624,0.87,0.23,1.33634716352256e-38,"common myeloid progenitor","ENSG00000188690"
"ENSG00000156802",5.13671442108334e-43,2.32961543583731,0.667,0.12,3.0080085978422e-38,"common myeloid progenitor","ENSG00000156802"
"ENSG00000142875",1.50475765908921e-42,1.93869755286944,0.899,0.234,8.81171037586051e-38,"common myeloid progenitor","ENSG00000142875"
"ENSG00000141510",6.12699083629735e-42,1.88776689366102,0.783,0.165,3.58790456382736e-37,"common myeloid progenitor","ENSG00000141510"
"ENSG000001665821",9.01509669980134e-42,5.05921237168399,0.522,0.079,5.27915047643667e-37,"common myeloid progenitor","ENSG00000166582"
"ENSG00000163528",2.04871662845354e-41,2.52817482912008,0.536,0.079,1.19970797045611e-36,"common myeloid progenitor","ENSG00000163528"
"ENSG000001308262",4.72160953458149e-41,1.95637489220822,0.855,0.242,2.76492732735557e-36,"common myeloid progenitor","ENSG00000130826"
"ENSG000001326461",3.37383365978307e-40,4.00965118902936,0.826,0.211,1.97568325283237e-35,"common myeloid progenitor","ENSG00000132646"
"ENSG00000114491",1.08760284557196e-39,1.96941079961018,0.667,0.126,6.36889350338486e-35,"common myeloid progenitor","ENSG00000114491"
"ENSG00000116062",1.15116849269891e-39,2.38189143071184,0.783,0.181,6.74112757639556e-35,"common myeloid progenitor","ENSG00000116062"
"ENSG00000163781",3.18314148676049e-39,2.16798028521041,0.768,0.168,1.86401582323208e-34,"common myeloid progenitor","ENSG00000163781"
"ENSG000001590551",5.00755229078895e-39,3.19315295028158,0.507,0.078,2.9323725459631e-34,"common myeloid progenitor","ENSG00000159055"
"ENSG000001354862",1.34673774107125e-38,2.1395348393293,1,0.823,7.88636153793915e-34,"common myeloid progenitor","ENSG00000135486"
"ENSG000001361041",2.41149105591328e-38,1.5269784625228,0.913,0.275,1.41214504743226e-33,"common myeloid progenitor","ENSG00000136104"
"ENSG000000700811",3.55247325059751e-38,1.86718246846568,0.986,0.387,2.08029281081739e-33,"common myeloid progenitor","ENSG00000070081"
"ENSG00000275835",3.59353988196724e-38,2.61284604317107,0.536,0.085,2.1043410194812e-33,"common myeloid progenitor","ENSG00000275835"
"ENSG000001042191",5.01010366022557e-37,1.81239058883486,0.783,0.179,2.93386660239149e-32,"common myeloid progenitor","ENSG00000104219"
"ENSG000002421251",5.09213638585904e-37,2.13119047378765,0.884,0.264,2.98190414619519e-32,"common myeloid progenitor","ENSG00000242125"
"ENSG00000175575",6.26073244107837e-37,2.63021296450988,0.594,0.105,3.66622231017108e-32,"common myeloid progenitor","ENSG00000175575"
"ENSG000002287161",1.66417814569063e-36,1.59062654570861,0.58,0.106,9.74526080334977e-32,"common myeloid progenitor","ENSG00000228716"
"ENSG00000076770",1.68320033474777e-36,3.25172504159618,0.623,0.114,9.85665284024948e-32,"common myeloid progenitor","ENSG00000076770"
"ENSG00000163832",2.21204607978063e-36,3.70836045643343,0.71,0.152,1.29535206385874e-31,"common myeloid progenitor","ENSG00000163832"
"ENSG00000179051",3.53756729564167e-36,2.22824825058491,0.797,0.206,2.07156403265481e-31,"common myeloid progenitor","ENSG00000179051"
"ENSG000001354461",8.54565859648463e-36,2.1088850879447,0.884,0.262,5.00425221751543e-31,"common myeloid progenitor","ENSG00000135446"
"ENSG000001750612",1.55548367932391e-35,2.15776260820956,1,0.813,9.1087568777529e-31,"common myeloid progenitor","ENSG00000175061"
"ENSG000001369382",2.03474942724847e-35,2.20944638165294,0.986,0.662,1.19152891710243e-30,"common myeloid progenitor","ENSG00000136938"
"ENSG000001811631",2.72956614292207e-35,1.84131772060003,1,0.84,1.59840663763374e-30,"common myeloid progenitor","ENSG00000181163"
"ENSG00000113269",3.46548065642253e-35,1.74176857850623,0.942,0.364,2.02935081759447e-30,"common myeloid progenitor","ENSG00000113269"
"ENSG00000196715",5.27424393011405e-35,1.71349086856125,0.768,0.178,3.08854450303549e-30,"common myeloid progenitor","ENSG00000196715"
"ENSG00000118971",1.14758158533081e-34,1.55003396583523,0.884,0.264,6.72012300553869e-30,"common myeloid progenitor","ENSG00000118971"
"ENSG00000166352",1.45382724703568e-34,1.97582296293161,0.536,0.092,8.51346697591621e-30,"common myeloid progenitor","ENSG00000166352"
"ENSG000000742012",2.02291904613372e-34,1.93171265030921,0.942,0.355,1.18460116422545e-29,"common myeloid progenitor","ENSG00000074201"
"ENSG00000130816",2.81475777076216e-34,1.74103880103347,0.884,0.265,1.64829400298061e-29,"common myeloid progenitor","ENSG00000130816"
"ENSG000001117161",5.52305690567197e-34,1.97523326194033,0.986,0.566,3.23424689339245e-29,"common myeloid progenitor","ENSG00000111716"
"ENSG000000066251",6.91784753763229e-34,2.20466944299295,0.855,0.252,4.05102233956209e-29,"common myeloid progenitor","ENSG00000006625"
"ENSG000001367311",1.35491675525531e-33,1.92836576535344,0.783,0.198,7.93425702709956e-29,"common myeloid progenitor","ENSG00000136731"
"ENSG00000077348",2.79587761174771e-33,3.18411147096422,0.638,0.129,1.63723797066334e-28,"common myeloid progenitor","ENSG00000077348"
"ENSG00000138095",2.90839985845898e-33,1.5767840955329,0.928,0.316,1.703129873115e-28,"common myeloid progenitor","ENSG00000138095"
"ENSG000001780352",4.08781108334957e-33,2.31936779077169,0.928,0.38,2.39378129229867e-28,"common myeloid progenitor","ENSG00000178035"
"ENSG00000197969",8.06583547913316e-33,1.62011222362343,0.826,0.213,4.72327259822559e-28,"common myeloid progenitor","ENSG00000197969"
"ENSG000001231791",1.1489609624545e-32,1.65867807444233,0.899,0.306,6.72820050003732e-28,"common myeloid progenitor","ENSG00000123179"
"ENSG00000148985",1.2693544222506e-32,3.48554067775843,0.507,0.088,7.43321256125726e-28,"common myeloid progenitor","ENSG00000148985"
"ENSG00000168016",3.67972159376102e-32,2.96278361420006,0.536,0.095,2.15480816809052e-27,"common myeloid progenitor","ENSG00000168016"
"ENSG00000181218",3.7021162008594e-32,1.58460178422194,0.565,0.108,2.16792222606125e-27,"common myeloid progenitor","ENSG00000181218"
"ENSG00000179958",5.98600729216466e-32,2.44848204863553,0.797,0.205,3.5053460102187e-27,"common myeloid progenitor","ENSG00000179958"
"ENSG00000077097",6.08086125720625e-32,1.60588828570143,0.899,0.322,3.56089154360741e-27,"common myeloid progenitor","ENSG00000077097"
"ENSG000001289512",7.18579525922827e-32,2.56521001894941,0.957,0.458,4.20792984585148e-27,"common myeloid progenitor","ENSG00000128951"
"ENSG00000159216",7.47171737789382e-32,1.65322387821976,0.841,0.261,4.37536297932084e-27,"common myeloid progenitor","ENSG00000159216"
"ENSG00000152348",8.70197869446623e-32,4.41862661943796,0.565,0.107,5.09579170369248e-27,"common myeloid progenitor","ENSG00000152348"
"ENSG000001390831",1.36306882013831e-31,1.55056928872123,0.855,0.278,7.9819947038479e-27,"common myeloid progenitor","ENSG00000139083"
"ENSG000001437991",1.88134059311622e-31,1.77896918726951,0.928,0.391,1.10169423792293e-26,"common myeloid progenitor","ENSG00000143799"
"ENSG00000171262",3.32576126579327e-31,1.61940776163461,0.681,0.155,1.94753253963588e-26,"common myeloid progenitor","ENSG00000171262"
"ENSG000001008232",3.38016541639404e-31,2.09542103557582,0.957,0.449,1.97939106618618e-26,"common myeloid progenitor","ENSG00000100823"
"ENSG00000075407",3.90858232315491e-31,3.03376552909816,0.754,0.184,2.28882672261629e-26,"common myeloid progenitor","ENSG00000075407"
"ENSG000001669021",7.50268920061317e-31,3.12250208272703,0.87,0.248,4.39349976898707e-26,"common myeloid progenitor","ENSG00000166902"
"ENSG000001735421",8.94714586772288e-31,1.96475637020211,0.623,0.133,5.23935914867984e-26,"common myeloid progenitor","ENSG00000173542"
"ENSG00000147955",9.25413582718957e-31,4.16913682969651,0.638,0.14,5.41912939904394e-26,"common myeloid progenitor","ENSG00000147955"
"ENSG00000166477",9.30832685875855e-31,1.80878011127904,0.725,0.17,5.45086312522042e-26,"common myeloid progenitor","ENSG00000166477"
"ENSG00000108883",2.01613857567878e-30,1.74551024552879,0.768,0.182,1.18063058853174e-25,"common myeloid progenitor","ENSG00000108883"
"ENSG000001569901",1.34185706098679e-29,1.97254592343401,0.652,0.147,7.85778076343254e-25,"common myeloid progenitor","ENSG00000156990"
"ENSG000001646111",1.36877297033456e-29,1.7864712677811,0.551,0.11,8.01539763698215e-25,"common myeloid progenitor","ENSG00000164611"
"ENSG000001085612",2.88068820196444e-29,1.75940909967273,0.971,0.5,1.68690220418835e-24,"common myeloid progenitor","ENSG00000108561"
"ENSG000002399002",4.17602151989171e-29,2.48056363042046,0.58,0.117,2.44543644183338e-24,"common myeloid progenitor","ENSG00000239900"
"ENSG00000119335",5.05513468893222e-29,1.58702842758409,1,0.755,2.96023632249182e-24,"common myeloid progenitor","ENSG00000119335"
"ENSG000000495411",5.33774092198009e-29,3.34786677300876,0.594,0.124,3.12572770650232e-24,"common myeloid progenitor","ENSG00000049541"
"ENSG000001450881",6.17075526948962e-29,2.47821872202133,0.58,0.118,3.61353257826043e-24,"common myeloid progenitor","ENSG00000145088"
"ENSG000001974511",6.58424795063261e-29,1.92138234710354,0.942,0.53,3.85566975741095e-24,"common myeloid progenitor","ENSG00000197451"
"ENSG00000080345",8.44911733348498e-29,1.787164643494,0.87,0.346,4.94771861931547e-24,"common myeloid progenitor","ENSG00000080345"
"ENSG00000177030",1.53184629680777e-28,4.93992934848505,0.638,0.138,8.97033872947662e-24,"common myeloid progenitor","ENSG00000177030"
"ENSG00000005156",2.52768386307627e-28,2.3759432880932,0.522,0.099,1.48018639337883e-23,"common myeloid progenitor","ENSG00000005156"
"ENSG00000101361",5.45724384920763e-28,1.51042196428302,0.928,0.362,3.19570742565749e-23,"common myeloid progenitor","ENSG00000101361"
"ENSG00000181350",1.03103329660884e-27,2.96251506640991,0.783,0.225,6.03762788161171e-23,"common myeloid progenitor","ENSG00000181350"
"ENSG00000136518",1.0407905388461e-27,3.15615314775409,0.696,0.177,6.09476531642889e-23,"common myeloid progenitor","ENSG00000136518"
"ENSG000001894031",2.50707623278286e-27,1.5947561231158,1,0.88,1.46811877115532e-22,"common myeloid progenitor","ENSG00000189403"
"ENSG000001063051",4.63339548832958e-27,4.29233691666087,0.609,0.137,2.71327006401092e-22,"common myeloid progenitor","ENSG00000106305"
"ENSG00000144827",8.01178406794669e-27,1.5472929986432,0.551,0.114,4.6916206323489e-22,"common myeloid progenitor","ENSG00000144827"
"ENSG00000260260",1.19224966280309e-26,2.29640674950986,0.725,0.192,6.98169480040859e-22,"common myeloid progenitor","ENSG00000260260"
"ENSG00000261236",1.30126834477699e-26,2.56351102727738,0.565,0.122,7.62009730017957e-22,"common myeloid progenitor","ENSG00000261236"
"ENSG000000922011",1.66669291678698e-26,1.78939923014184,0.884,0.362,9.75998705141287e-22,"common myeloid progenitor","ENSG00000092201"
"ENSG000002537291",1.95579340827956e-26,1.76280013958821,0.928,0.456,1.14529306195443e-21,"common myeloid progenitor","ENSG00000253729"
"ENSG000001670881",2.23754649351838e-26,1.82448960103493,0.899,0.45,1.31028485113943e-21,"common myeloid progenitor","ENSG00000167088"
"ENSG00000138777",2.87220528957283e-26,2.47086142331034,0.812,0.254,1.68193469552095e-21,"common myeloid progenitor","ENSG00000138777"
"ENSG00000105202",3.69554833646526e-26,1.61771949507051,0.942,0.453,2.16407615035069e-21,"common myeloid progenitor","ENSG00000105202"
"ENSG00000183011",5.89915481252246e-26,2.24184748775299,0.913,0.483,3.45448606666503e-21,"common myeloid progenitor","ENSG00000183011"
"ENSG00000244879",6.93349463311834e-26,1.70858352690094,0.942,0.438,4.06018512220777e-21,"common myeloid progenitor","ENSG00000244879"
"ENSG00000182774",1.27927586204473e-25,1.77030499801375,0.957,0.651,7.49131152054775e-21,"common myeloid progenitor","ENSG00000182774"
"ENSG00000141101",3.83121198292592e-25,1.82775156406586,0.754,0.22,2.24351942508159e-20,"common myeloid progenitor","ENSG00000141101"
"ENSG00000065057",5.49283880693348e-25,1.93779566302575,0.565,0.131,3.21655147695218e-20,"common myeloid progenitor","ENSG00000065057"
"ENSG00000122783",8.36404668330147e-25,2.9613634727819,0.522,0.114,4.89790209727451e-20,"common myeloid progenitor","ENSG00000122783"
"ENSG000001118431",9.82802272113694e-25,2.27344939769962,0.899,0.461,5.75519182527058e-20,"common myeloid progenitor","ENSG00000111843"
"ENSG00000126216",1.22070820912634e-24,1.6358842602429,0.58,0.131,7.14834520182292e-20,"common myeloid progenitor","ENSG00000126216"
"ENSG00000120802",1.23080495862284e-24,1.82087267762068,0.87,0.344,7.20747075719946e-20,"common myeloid progenitor","ENSG00000120802"
"ENSG00000094916",3.90844321625347e-24,1.6344202172152,0.841,0.313,2.28874526300587e-19,"common myeloid progenitor","ENSG00000094916"
"ENSG00000123505",4.00663750020588e-24,1.67395970170381,0.928,0.529,2.34624685374556e-19,"common myeloid progenitor","ENSG00000123505"
"ENSG00000176476",5.76332921472776e-24,2.14138256873659,0.609,0.143,3.37494795485243e-19,"common myeloid progenitor","ENSG00000176476"
"ENSG000001705151",9.16495330705456e-24,1.51054287919293,0.942,0.572,5.36690500707808e-19,"common myeloid progenitor","ENSG00000170515"
"ENSG00000198692",1.32156514650583e-23,2.80966025797507,0.609,0.15,7.73895334142348e-19,"common myeloid progenitor","ENSG00000198692"
"ENSG00000115904",1.45948777171943e-23,2.37205365310361,0.739,0.222,8.5466144424118e-19,"common myeloid progenitor","ENSG00000115904"
"ENSG000001970612",5.18390905965706e-23,2.30841183716815,0.986,0.618,3.03564530624458e-18,"common myeloid progenitor","ENSG00000197061"
"ENSG00000088247",1.27458008717918e-22,2.41695547224089,0.826,0.286,7.46381353251256e-18,"common myeloid progenitor","ENSG00000088247"
"ENSG000001206991",6.44336057983809e-22,2.11033161277245,0.739,0.225,3.77316752194739e-17,"common myeloid progenitor","ENSG00000120699"
"ENSG00000186575",6.92117256513479e-20,1.8793925985853,0.507,0.123,4.05296944241728e-15,"common myeloid progenitor","ENSG00000186575"
"ENSG000001565871",8.41768274951722e-20,2.00530704921849,0.768,0.245,4.92931084128979e-15,"common myeloid progenitor","ENSG00000156587"
"ENSG00000179115",1.08344070889433e-19,2.10199198577798,0.623,0.18,6.34452044721432e-15,"common myeloid progenitor","ENSG00000179115"
"ENSG00000159086",2.33318709622427e-19,1.54529125007932,0.754,0.242,1.36629103167797e-14,"common myeloid progenitor","ENSG00000159086"
"ENSG00000106628",7.18217422256007e-19,2.49194669913341,0.71,0.238,4.20580940298895e-14,"common myeloid progenitor","ENSG00000106628"
"ENSG000001805302",7.81236673986345e-19,1.84733834323619,0.812,0.301,4.57484383919664e-14,"common myeloid progenitor","ENSG00000180530"
"ENSG000001988302",8.33048074256949e-19,2.10926444514445,0.957,0.632,4.87824621804127e-14,"common myeloid progenitor","ENSG00000198830"
"ENSG00000214194",8.79038381027418e-19,1.68733787863645,0.754,0.231,5.14756085545846e-14,"common myeloid progenitor","ENSG00000214194"
"ENSG00000070214",9.08924467418218e-19,2.7319437308427,0.754,0.287,5.32257078875434e-14,"common myeloid progenitor","ENSG00000070214"
"ENSG00000070761",2.09394343054764e-18,2.29506798003104,0.609,0.174,1.22619233349439e-13,"common myeloid progenitor","ENSG00000070761"
"ENSG00000185630",2.50986272288029e-17,1.71397220781424,0.652,0.222,1.46975051189147e-12,"common myeloid progenitor","ENSG00000185630"
"ENSG00000121390",6.73578735873564e-17,2.36656243324267,0.696,0.22,3.944409719402e-12,"common myeloid progenitor","ENSG00000121390"
"ENSG000002330161",9.09753905690102e-17,1.80683529420878,0.87,0.487,5.32742789633067e-12,"common myeloid progenitor","ENSG00000233016"
"ENSG000001372101",2.04178228343933e-16,1.58563298218324,0.899,0.475,1.19564728735924e-11,"common myeloid progenitor","ENSG00000137210"
"ENSG00000178952",4.2226535488913e-15,1.71405998718449,0.971,0.526,2.47274369169525e-10,"common myeloid progenitor","ENSG00000178952"
"ENSG00000188647",7.94733957881576e-15,2.3593317226128,0.725,0.238,4.65388258395872e-10,"common myeloid progenitor","ENSG00000188647"
"ENSG00000135999",3.63314544637981e-14,1.8056598265807,0.667,0.214,2.12753364194555e-09,"common myeloid progenitor","ENSG00000135999"
"ENSG00000154719",3.81387592045171e-14,3.91456112688181,0.507,0.146,2.23336760025732e-09,"common myeloid progenitor","ENSG00000154719"
"ENSG00000114021",5.59251000502774e-14,2.72017698597466,0.696,0.241,3.27491793384419e-09,"common myeloid progenitor","ENSG00000114021"
"ENSG00000125877",1.11919361406995e-13,2.03592213681847,0.754,0.277,6.55388588463224e-09,"common myeloid progenitor","ENSG00000125877"
"ENSG00000160049",1.64030967844973e-13,1.56380385585773,0.623,0.214,9.60548944603376e-09,"common myeloid progenitor","ENSG00000160049"
"ENSG00000115956",3.20447735950102e-13,1.80633130827203,0.58,0.213,1.8765098969502e-08,"common myeloid progenitor","ENSG00000115956"
"ENSG00000105618",3.48402459462829e-13,1.55993301673603,0.696,0.254,2.04020996236838e-08,"common myeloid progenitor","ENSG00000105618"
"ENSG00000184260",7.74645987121895e-13,2.92151205315641,0.638,0.226,4.53624943598711e-08,"common myeloid progenitor","ENSG00000184260"
"ENSG00000145337",2.35685565134763e-12,1.61229864315163,0.87,0.436,1.38015110087266e-07,"common myeloid progenitor","ENSG00000145337"
"ENSG00000134291",4.842491935454e-12,2.80984455332941,0.507,0.169,2.83571485248251e-07,"common myeloid progenitor","ENSG00000134291"
"ENSG00000138629",7.36363396277291e-12,3.10452195671088,0.522,0.171,4.31207041226019e-07,"common myeloid progenitor","ENSG00000138629"
"ENSG00000105700",1.84590660910825e-11,1.53692852965878,0.71,0.272,1.0809444512277e-06,"common myeloid progenitor","ENSG00000105700"
"ENSG00000167315",4.54606969008022e-11,2.08826831938945,0.681,0.255,2.66213294981408e-06,"common myeloid progenitor","ENSG00000167315"
"ENSG00000110442",4.58500972328126e-11,2.1078402019243,0.551,0.189,2.68493584385627e-06,"common myeloid progenitor","ENSG00000110442"
"ENSG00000165516",5.73184519388965e-11,1.7997201302248,0.739,0.301,3.35651122708984e-06,"common myeloid progenitor","ENSG00000165516"
"ENSG00000123136",7.69982071329077e-11,1.58816617442824,0.652,0.266,4.50893801149594e-06,"common myeloid progenitor","ENSG00000123136"
"ENSG00000147155",1.19077150760459e-10,1.89454984612897,0.58,0.214,6.97303887138174e-06,"common myeloid progenitor","ENSG00000147155"
"ENSG00000162496",7.23819134524475e-10,1.666572421712,0.638,0.247,4.23861246986187e-05,"common myeloid progenitor","ENSG00000162496"
"ENSG00000104823",2.95668753297714e-09,1.96884601825868,0.913,0.461,0.000173140665243608,"common myeloid progenitor","ENSG00000104823"
"ENSG00000175324",4.8019547160392e-05,1.65607727741195,0.565,0.275,1,"common myeloid progenitor","ENSG00000175324"
"ENSG00000072506",9.97556661206492e-05,1.93432707778846,0.696,0.343,1,"common myeloid progenitor","ENSG00000072506"
"ENSG00000174807",0,6.18919500202416,0.742,0.031,0,"fibroblast","ENSG00000174807"
"ENSG00000145423",0,6.10448104959849,0.556,0.021,0,"fibroblast","ENSG00000145423"
"ENSG00000108821",0,5.84382419216753,0.801,0.072,0,"fibroblast","ENSG00000108821"
"ENSG00000180447",0,5.8335084636977,0.69,0.045,0,"fibroblast","ENSG00000180447"
"ENSG00000091986",0,5.34676194746775,0.796,0.067,0,"fibroblast","ENSG00000091986"
"ENSG00000163710",0,5.20162466455356,0.586,0.046,0,"fibroblast","ENSG00000163710"
"ENSG00000129009",0,4.94431545626341,0.715,0.04,0,"fibroblast","ENSG00000129009"
