"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000139146",5.88268957945716e-08,1.62508265742389,0.636,0.271,0.00344484419083432,"stem cell","ENSG00000139146"
"ENSG00000130703",7.82125418087358e-08,1.8832435965331,0.515,0.173,0.00458004823577776,"stem cell","ENSG00000130703"
"ENSG00000178209",8.45195895949085e-08,1.63245360748555,0.697,0.318,0.00494938264708825,"stem cell","ENSG00000178209"
"ENSG00000112773",1.06311502235251e-07,2.89223865289513,0.606,0.256,0.00622549525939405,"stem cell","ENSG00000112773"
"ENSG00000198752",1.09953547134959e-07,1.73250207403344,0.545,0.2,0.00643876976667604,"stem cell","ENSG00000198752"
"ENSG00000163874",1.92512619036111e-07,1.79034368693957,0.545,0.213,0.0112733464581356,"stem cell","ENSG00000163874"
"ENSG00000104331",2.14383328707375e-07,1.81476497111716,0.606,0.259,0.0125540733457752,"stem cell","ENSG00000104331"
"ENSG00000127603",3.13376890471443e-07,1.56930674801243,0.818,0.531,0.0183510373291172,"stem cell","ENSG00000127603"
"ENSG00000069956",4.66951548285469e-07,1.61524553623504,0.576,0.233,0.0273442157160488,"stem cell","ENSG00000069956"
"ENSG00000072310",5.174352291141e-07,1.7751886934833,0.515,0.191,0.0303004895816926,"stem cell","ENSG00000072310"
"ENSG00000162545",6.27390689273365e-07,1.94316762170242,0.515,0.188,0.036739371373159,"stem cell","ENSG00000162545"
"ENSG00000180530",1.08615154145803e-06,1.64717577805201,0.667,0.301,0.0636039481162406,"stem cell","ENSG00000180530"
"ENSG00000106392",1.99687018138935e-06,1.65230135457775,0.576,0.228,0.116934720951979,"stem cell","ENSG00000106392"
"ENSG00000168906",2.77369830684857e-06,2.16848625982267,0.727,0.451,0.162424999150745,"stem cell","ENSG00000168906"
"ENSG00000140367",3.80748871720829e-06,1.77583733429602,0.545,0.233,0.222962731791,"stem cell","ENSG00000140367"
"ENSG00000181467",1.64919577052851e-05,1.6116559392369,0.606,0.304,0.965752551263792,"stem cell","ENSG00000181467"
"ENSG00000243147",2.36280116549801e-05,1.74081864646526,0.758,0.504,1,"stem cell","ENSG00000243147"
"ENSG00000183864",0.00261042961164886,1.73337854462406,0.515,0.303,1,"stem cell","ENSG00000183864"
"ENSG00000185198",0,8.00687991903794,0.771,0.004,0,"hematopoietic stem cell","ENSG00000185198"
"ENSG00000101200",0,7.59968760453875,0.567,0.005,0,"hematopoietic stem cell","ENSG00000101200"
"ENSG00000145708",0,7.4882288755133,0.573,0.012,0,"hematopoietic stem cell","ENSG00000145708"
"ENSG00000121570",0,7.15895903563256,0.554,0.004,0,"hematopoietic stem cell","ENSG00000121570"
"ENSG00000128040",0,6.26762263896442,0.72,0.029,0,"hematopoietic stem cell","ENSG00000128040"
"ENSG00000170891",0,6.20520714243317,0.605,0.017,0,"hematopoietic stem cell","ENSG00000170891"
"ENSG00000118513",0,6.05974587587764,0.72,0.027,0,"hematopoietic stem cell","ENSG00000118513"
"ENSG00000226777",0,5.72128163243877,0.771,0.04,0,"hematopoietic stem cell","ENSG00000226777"
"ENSG00000095932",0,4.78533090238999,0.675,0.028,0,"hematopoietic stem cell","ENSG00000095932"
"ENSG00000136929",0,4.5897941982832,0.535,0.017,0,"hematopoietic stem cell","ENSG00000136929"
"ENSG00000138722",0,3.05425373992161,0.529,0.024,0,"hematopoietic stem cell","ENSG00000138722"
"ENSG00000113389",3.73462783560826e-287,3.9680686795834,0.541,0.031,2.18696071425384e-282,"hematopoietic stem cell","ENSG00000113389"
"ENSG00000122025",8.27888000734477e-260,5.3720989741144,0.631,0.047,4.84802934350102e-255,"hematopoietic stem cell","ENSG00000122025"
"ENSG00000123405",1.73326569891559e-249,2.43053273266666,0.669,0.053,1.01498306062798e-244,"hematopoietic stem cell","ENSG00000123405"
"ENSG00000165716",8.3025381341978e-201,4.14517074124814,0.561,0.047,4.86188330600489e-196,"hematopoietic stem cell","ENSG00000165716"
"ENSG00000104043",8.17889655632304e-195,3.41775960656325,0.58,0.052,4.78948003441721e-190,"hematopoietic stem cell","ENSG00000104043"
"ENSG00000157554",2.8934814753886e-187,3.56228417003732,0.567,0.05,1.69439381717281e-182,"hematopoietic stem cell","ENSG00000157554"
"ENSG00000198520",6.88632801284303e-185,3.75017344992071,0.58,0.055,4.03256482104075e-180,"hematopoietic stem cell","ENSG00000198520"
"ENSG00000120279",8.0851296934027e-181,3.20020628214784,0.529,0.045,4.73457109715969e-176,"hematopoietic stem cell","ENSG00000120279"
"ENSG00000257698",7.5050374029111e-176,5.48284345182994,0.688,0.086,4.39487485277071e-171,"hematopoietic stem cell","ENSG00000257698"
"ENSG00000135426",7.9027003148582e-162,2.77314425778388,0.548,0.054,4.62774227737781e-157,"hematopoietic stem cell","ENSG00000135426"
"ENSG00000172794",2.42949181081454e-154,4.16188552327503,0.516,0.049,1.42268610949488e-149,"hematopoietic stem cell","ENSG00000172794"
"ENSG00000197471",8.66810256744394e-153,3.70298968016535,0.847,0.139,5.0759541824695e-148,"hematopoietic stem cell","ENSG00000197471"
"ENSG00000172889",1.36116105931374e-151,1.81354549373843,0.758,0.111,7.97082304723535e-147,"hematopoietic stem cell","ENSG00000172889"
"ENSG00000164116",6.07174756946971e-132,3.10571521713894,0.58,0.073,3.55555465920577e-127,"hematopoietic stem cell","ENSG00000164116"
"ENSG00000174099",8.41300363334973e-125,2.08081453274746,0.656,0.098,4.92657079765327e-120,"hematopoietic stem cell","ENSG00000174099"
"ENSG00000179348",1.04011993959331e-124,2.85669823246522,0.529,0.064,6.09083835426449e-120,"hematopoietic stem cell","ENSG00000179348"
"ENSG00000119866",6.08114386152185e-115,2.40003036910597,0.745,0.132,3.56105703386858e-110,"hematopoietic stem cell","ENSG00000119866"
"ENSG00000196684",4.28016874681303e-112,4.17013290459392,0.592,0.086,2.50642401644624e-107,"hematopoietic stem cell","ENSG00000196684"
"ENSG00000120833",5.65417971064241e-110,4.28333786687484,0.682,0.121,3.31103109675509e-105,"hematopoietic stem cell","ENSG00000120833"
"ENSG00000134986",8.78268602151976e-110,2.23837172778593,0.535,0.072,5.14305310734176e-105,"hematopoietic stem cell","ENSG00000134986"
"ENSG00000105472",2.83540145212027e-108,4.99000250115961,0.675,0.123,1.66038273634711e-103,"hematopoietic stem cell","ENSG00000105472"
"ENSG00000105810",6.05563744492066e-108,4.61044939741398,0.777,0.184,3.54612073137109e-103,"hematopoietic stem cell","ENSG00000105810"
"ENSG00000004468",2.8809849514731e-98,2.65385905642339,0.522,0.077,1.68707597773313e-93,"hematopoietic stem cell","ENSG00000004468"
"ENSG00000117632",1.47998647110363e-92,3.26247047607458,0.866,0.261,8.66665277613576e-88,"hematopoietic stem cell","ENSG00000117632"
"ENSG00000060558",1.17086525516304e-90,3.18506545467678,0.548,0.091,6.85646984770925e-86,"hematopoietic stem cell","ENSG00000060558"
"ENSG00000263934",2.10394735147696e-89,3.53451353796394,0.535,0.085,1.23205052955139e-84,"hematopoietic stem cell","ENSG00000263934"
"ENSG00000167613",2.16638302653256e-88,2.2726275573623,0.688,0.135,1.2686122365072e-83,"hematopoietic stem cell","ENSG00000167613"
"ENSG00000254772",1.15885149230369e-86,5.09089978274938,0.503,0.078,6.78611845378117e-82,"hematopoietic stem cell","ENSG00000254772"
"ENSG00000171843",1.6022961624319e-85,5.58756013451836,0.624,0.128,9.38288609758496e-81,"hematopoietic stem cell","ENSG00000171843"
"ENSG00000104903",2.19505229437888e-84,1.98615745171788,0.675,0.146,1.28540067306533e-79,"hematopoietic stem cell","ENSG00000104903"
"ENSG00000240342",2.16171410967603e-83,2.15390493967584,0.567,0.103,1.26587816548518e-78,"hematopoietic stem cell","ENSG00000240342"
"ENSG00000124766",4.55256661238587e-82,3.38146944608754,0.86,0.275,2.66593748254704e-77,"hematopoietic stem cell","ENSG00000124766"
"ENSG00000121104",2.61091898457888e-81,4.00646648635063,0.605,0.123,1.52892804817954e-76,"hematopoietic stem cell","ENSG00000121104"
"ENSG00000155849",1.01806072007657e-80,4.55831524384428,0.752,0.18,5.96166177069637e-76,"hematopoietic stem cell","ENSG00000155849"
"ENSG00000104341",7.39383634473357e-79,3.04608598584891,0.713,0.183,4.32975662511253e-74,"hematopoietic stem cell","ENSG00000104341"
"ENSG00000135363",5.91067088560822e-78,2.4221845382426,0.688,0.158,3.46122976390332e-73,"hematopoietic stem cell","ENSG00000135363"
"ENSG00000018510",6.85931499688442e-78,5.07047225946781,0.72,0.185,4.01674626902555e-73,"hematopoietic stem cell","ENSG00000018510"
"ENSG00000186187",5.99879588049484e-75,2.45153607267256,0.624,0.142,3.51283487965898e-70,"hematopoietic stem cell","ENSG00000186187"
"ENSG00000174353",1.81016310683565e-72,1.71680202655633,0.599,0.123,1.06001341373189e-67,"hematopoietic stem cell","ENSG00000174353"
"ENSG00000185344",6.51365501917592e-69,2.72034594431537,0.599,0.134,3.81433124267923e-64,"hematopoietic stem cell","ENSG00000185344"
"ENSG00000122406",6.76320165253275e-68,1.5288131738169,0.994,0.92,3.96046325570665e-63,"hematopoietic stem cell","ENSG00000122406"
"ENSG00000226221",8.79305755704998e-68,1.72852785548484,0.522,0.099,5.1491265748329e-63,"hematopoietic stem cell","ENSG00000226221"
"ENSG00000121691",2.69705526560595e-67,2.42556719028418,0.898,0.368,1.57936859298619e-62,"hematopoietic stem cell","ENSG00000121691"
"ENSG00000070081",1.05617503044588e-65,2.18911560432574,0.904,0.387,6.18485536078803e-61,"hematopoietic stem cell","ENSG00000070081"
"ENSG00000196139",1.16010175416698e-65,1.97203108278342,0.675,0.177,6.7934398622264e-61,"hematopoietic stem cell","ENSG00000196139"
"ENSG00000125354",2.08316760197592e-65,1.81895597118211,0.879,0.31,1.21988211604108e-60,"hematopoietic stem cell","ENSG00000125354"
"ENSG00000115232",4.33104595146197e-64,1.98453093761342,0.764,0.225,2.53621719871661e-59,"hematopoietic stem cell","ENSG00000115232"
"ENSG00000139083",4.32252638421666e-63,1.7287738453839,0.803,0.278,2.53122822533343e-58,"hematopoietic stem cell","ENSG00000139083"
"ENSG000001507821",7.57764370765849e-63,1.61108103344664,0.65,0.165,4.43739237876774e-58,"hematopoietic stem cell","ENSG00000150782"
"ENSG00000073792",1.57118078439965e-62,4.17330054528075,0.522,0.107,9.20067755536589e-58,"hematopoietic stem cell","ENSG00000073792"
"ENSG00000135390",8.83693754390507e-62,1.67172694297288,0.975,0.789,5.17482225633537e-57,"hematopoietic stem cell","ENSG00000135390"
"ENSG00000175061",2.07204115885922e-60,2.237433669949,0.975,0.813,1.21336658221637e-55,"hematopoietic stem cell","ENSG00000175061"
"ENSG00000243678",2.42202004615662e-59,3.72220461776173,0.669,0.198,1.41831071882885e-54,"hematopoietic stem cell","ENSG00000243678"
"ENSG00000169567",8.18571162305456e-59,1.69021387276926,0.955,0.808,4.79347086934452e-54,"hematopoietic stem cell","ENSG00000169567"
"ENSG00000021355",3.55597389020127e-58,2.19355604046509,0.949,0.528,2.08234275036296e-53,"hematopoietic stem cell","ENSG00000021355"
"ENSG00000141873",1.1279869147674e-57,3.897797129062,0.586,0.155,6.6053785741864e-53,"hematopoietic stem cell","ENSG00000141873"
"ENSG00000113648",9.84210003275574e-57,1.96181351858748,0.924,0.498,5.76343535818143e-52,"hematopoietic stem cell","ENSG00000113648"
"ENSG00000013810",2.35984227404734e-56,1.64526063736075,0.51,0.108,1.38190003725938e-51,"hematopoietic stem cell","ENSG00000013810"
"ENSG00000064115",3.82089657087802e-56,3.60622084674636,0.701,0.223,2.23747882294046e-51,"hematopoietic stem cell","ENSG00000064115"
"ENSG00000135486",4.13142452961986e-55,1.85234298999942,0.994,0.823,2.41932089030009e-50,"hematopoietic stem cell","ENSG00000135486"
"ENSG00000145088",4.2073302093178e-55,4.73600345236262,0.522,0.118,2.46377049727441e-50,"hematopoietic stem cell","ENSG00000145088"
"ENSG00000089157",1.08177859996172e-54,1.51875232069922,0.994,0.901,6.33478730351585e-50,"hematopoietic stem cell","ENSG00000089157"
"ENSG00000181163",1.13554671939576e-54,1.56347736387897,0.981,0.84,6.64964803410963e-50,"hematopoietic stem cell","ENSG00000181163"
"ENSG00000239900",7.06918551587535e-54,1.58290199970231,0.51,0.117,4.13964434624145e-49,"hematopoietic stem cell","ENSG00000239900"
"ENSG00000145687",2.61041582640097e-53,2.76351832090223,0.682,0.213,1.52863340378214e-48,"hematopoietic stem cell","ENSG00000145687"
"ENSG00000244398",7.38774160831234e-53,1.66538569028302,0.783,0.257,4.32618760841162e-48,"hematopoietic stem cell","ENSG00000244398"
"ENSG00000123179",9.58286754259534e-53,2.04884180236432,0.783,0.305,5.61163140426841e-48,"hematopoietic stem cell","ENSG00000123179"
"ENSG00000166902",1.7341693689693e-51,3.31207290693463,0.694,0.248,1.01551224077473e-46,"hematopoietic stem cell","ENSG00000166902"
"ENSG00000136938",6.25115033611274e-51,1.7048596226331,0.93,0.662,3.66061112532426e-46,"hematopoietic stem cell","ENSG00000136938"
"ENSG00000074201",3.52294363140511e-50,2.25528483805415,0.796,0.355,2.06300056111452e-45,"hematopoietic stem cell","ENSG00000074201"
"ENSG00000104408",5.54052299092813e-49,1.76225479166241,0.968,0.725,3.2444748582576e-44,"hematopoietic stem cell","ENSG00000104408"
"ENSG00000089327",4.43194822711374e-48,1.50458505862431,0.943,0.527,2.59530456231554e-43,"hematopoietic stem cell","ENSG00000089327"
"ENSG00000114126",7.96250689616826e-48,1.73487050738091,0.701,0.244,4.66276441332717e-43,"hematopoietic stem cell","ENSG00000114126"
"ENSG00000206560",8.55238388956039e-47,1.56835199703095,0.745,0.27,5.00819048188767e-42,"hematopoietic stem cell","ENSG00000206560"
"ENSG00000166508",2.10807286641084e-46,2.107282744412,0.516,0.135,1.23446638984152e-41,"hematopoietic stem cell","ENSG00000166508"
"ENSG00000156587",8.29747905536627e-46,1.73251425925236,0.713,0.245,4.85892076003193e-41,"hematopoietic stem cell","ENSG00000156587"
"ENSG00000167747",2.67622095935497e-45,3.83881718941486,0.516,0.135,1.56716823158868e-40,"hematopoietic stem cell","ENSG00000167747"
"ENSG00000213178",1.09907905798091e-44,1.64698460104617,0.701,0.219,6.43609705563038e-40,"hematopoietic stem cell","ENSG00000213178"
"ENSG00000130303",6.78879217889972e-44,1.97667418130549,0.841,0.396,3.97544881204189e-39,"hematopoietic stem cell","ENSG00000130303"
"ENSG00000135976",1.73006228468866e-43,2.75130069966301,0.541,0.147,1.01310717329083e-38,"hematopoietic stem cell","ENSG00000135976"
"ENSG00000100823",2.67830982119323e-43,2.61015180292757,0.822,0.448,1.56839144819254e-38,"hematopoietic stem cell","ENSG00000100823"
"ENSG00000233016",4.33323557466211e-43,2.75740213764128,0.86,0.486,2.53749942016639e-38,"hematopoietic stem cell","ENSG00000233016"
"ENSG00000143653",2.36857695690193e-42,1.64307724982858,0.599,0.182,1.3870149801922e-37,"hematopoietic stem cell","ENSG00000143653"
"ENSG00000137309",1.00230239317037e-41,1.77367435616215,0.726,0.312,5.86938258416639e-37,"hematopoietic stem cell","ENSG00000137309"
"ENSG00000126561",3.92850092543939e-41,1.71415439647037,0.586,0.176,2.30049085692805e-36,"hematopoietic stem cell","ENSG00000126561"
"ENSG00000114738",3.68426177859748e-40,3.07807169215091,0.535,0.155,2.1574668549289e-35,"hematopoietic stem cell","ENSG00000114738"
"ENSG00000136104",6.52604024263285e-39,1.57557181414747,0.694,0.275,3.82158390568337e-34,"hematopoietic stem cell","ENSG00000136104"
"ENSG00000134202",7.85958170480489e-39,2.80117379581973,0.58,0.209,4.60249245051669e-34,"hematopoietic stem cell","ENSG00000134202"
"ENSG000001539441",1.33669349598758e-38,2.2644472895056,0.713,0.283,7.82754344315364e-34,"hematopoietic stem cell","ENSG00000153944"
"ENSG00000178035",4.09066524372889e-38,2.42564571566126,0.764,0.379,2.3954526600752e-33,"hematopoietic stem cell","ENSG00000178035"
"ENSG00000118495",8.00308652454108e-38,2.28112883611153,0.561,0.171,4.68652743790601e-33,"hematopoietic stem cell","ENSG00000118495"
"ENSG00000126088",1.22235097355849e-37,4.14030768510787,0.599,0.224,7.15796506606117e-33,"hematopoietic stem cell","ENSG00000126088"
"ENSG00000133134",1.74160286596064e-36,2.0367617314653,0.548,0.168,1.01986522227789e-31,"hematopoietic stem cell","ENSG00000133134"
"ENSG00000204392",2.26258785978042e-36,1.64785608249672,0.745,0.335,1.32494882480881e-31,"hematopoietic stem cell","ENSG00000204392"
"ENSG00000100129",5.21366089847369e-36,1.62215389495813,0.879,0.583,3.05306768553721e-31,"hematopoietic stem cell","ENSG00000100129"
"ENSG000001805301",7.0774042636235e-36,2.89365822308906,0.707,0.301,4.14445716273529e-31,"hematopoietic stem cell","ENSG00000180530"
"ENSG00000086730",7.53330724214445e-36,1.71911076497648,0.503,0.144,4.41142938792737e-31,"hematopoietic stem cell","ENSG00000086730"
"ENSG00000187147",1.2913084166027e-35,2.320571717354,0.618,0.214,7.56177295678378e-31,"hematopoietic stem cell","ENSG00000187147"
"ENSG00000189060",1.49441674828465e-35,3.19467153944923,0.611,0.225,8.75115503628009e-31,"hematopoietic stem cell","ENSG00000189060"
"ENSG00000196465",1.54424280590235e-35,3.73654929445544,0.586,0.203,9.04293144708357e-31,"hematopoietic stem cell","ENSG00000196465"
"ENSG00000085117",4.52309543831962e-35,1.53526678102512,0.637,0.25,2.64867945772559e-30,"hematopoietic stem cell","ENSG00000085117"
"ENSG00000136261",6.5344490452974e-35,2.41670065917103,0.643,0.246,3.82650801643571e-30,"hematopoietic stem cell","ENSG00000136261"
"ENSG00000111716",1.49493217595058e-34,1.52513206475643,0.904,0.566,8.754173329149e-30,"hematopoietic stem cell","ENSG00000111716"
"ENSG00000136213",1.79128491145693e-34,1.81627948759583,0.611,0.206,1.04895853130006e-29,"hematopoietic stem cell","ENSG00000136213"
"ENSG00000283041",2.6236161359735e-33,1.55027521190695,0.815,0.368,1.53636337306472e-28,"hematopoietic stem cell","ENSG00000283041"
"ENSG00000170296",1.49353073387514e-31,1.51437730319388,0.688,0.305,8.74596662449945e-27,"hematopoietic stem cell","ENSG00000170296"
"ENSG00000116221",3.43382210975746e-31,3.39107636426544,0.554,0.214,2.01081188925287e-26,"hematopoietic stem cell","ENSG00000116221"
"ENSG00000131149",9.10286690807134e-31,1.57143818506625,0.522,0.181,5.3305478326975e-26,"hematopoietic stem cell","ENSG00000131149"
"ENSG00000103202",3.6158004310476e-29,1.76789727798072,0.605,0.256,2.11737657441717e-24,"hematopoietic stem cell","ENSG00000103202"
"ENSG00000109113",6.70178920908526e-29,1.78049631274829,0.611,0.233,3.92450074294824e-24,"hematopoietic stem cell","ENSG00000109113"
"ENSG00000244313",9.87702021390505e-29,1.7313373838491,0.892,0.476,5.78388426706066e-24,"hematopoietic stem cell","ENSG00000244313"
"ENSG00000143799",1.3360591227139e-28,1.55783611536214,0.758,0.391,7.8238286167003e-24,"hematopoietic stem cell","ENSG00000143799"
"ENSG00000135535",5.45120491815064e-28,1.97241994462816,0.898,0.612,3.19217108801983e-23,"hematopoietic stem cell","ENSG00000135535"
"ENSG00000110011",8.24916199021127e-28,2.60226249203373,0.631,0.272,4.83062676984782e-23,"hematopoietic stem cell","ENSG00000110011"
"ENSG00000198830",1.0547904587588e-26,1.60205970311174,0.904,0.632,6.17674744744566e-22,"hematopoietic stem cell","ENSG00000198830"
"ENSG00000128951",1.29782681821658e-26,1.83874484376921,0.777,0.458,7.59994406479448e-22,"hematopoietic stem cell","ENSG00000128951"
"ENSG00000125991",3.73370545906265e-26,1.61090174386325,0.79,0.424,2.1864205797725e-21,"hematopoietic stem cell","ENSG00000125991"
"ENSG00000197061",2.15877084919066e-25,1.64479402376859,0.924,0.618,1.26415462157756e-20,"hematopoietic stem cell","ENSG00000197061"
